created_doc_time,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start,source
2025-10-03 03:13:28+00:00,0,SE_3,Planned maintenance,A03,Cancelled,2022-09-02 23:59:00+02:00,M4DNj8Tt9kfZTgFx9WEfqg,1134.0,Nuclear,46WPU0000000014Y,SE3,Ringhals 4,,1,MAW,PT1M,3,2022-08-10 00:00:00+02:00,A77
2025-10-03 03:13:30+00:00,0,SE_3,Planned maintenance,A03,Cancelled,2023-09-01 23:59:00+02:00,zNLNkD_tCTASvQDIGXJxzQ,1134.0,Nuclear,46WPU0000000014Y,SE3,Ringhals 4,,1,MAW,PT1M,2,2023-07-26 00:00:00+02:00,A77
2025-10-03 23:32:35+00:00,0,SE_3,Planned maintenance,A03,,2021-09-02 23:59:00+02:00,ThMa3vP8DfiSpedd-0_zKw,1134.0,Nuclear,46WPU0000000014Y,SE3,Ringhals 4,,1,MAW,PT1M,4,2021-07-28 00:00:00+02:00,A77
2025-10-05 13:18:50+00:00,820,SE_3,Planned maintenance,A03,,2021-02-03 13:30:00+01:00,CUfEZLcPVrIoiwSabWiVfQ,1172.0,Nuclear,46WPU0000000017S,SE3,Forsmark block 3,,1,MAW,PT1M,1,2021-02-03 10:00:00+01:00,A77
2025-10-05 13:24:20+00:00,230,SE_3,Planned maintenance,A03,Cancelled,2021-05-07 20:00:00+02:00,I_MD3ixBziV5YqBKTqfEEw,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,2,2021-04-19 08:00:00+02:00,A77
2025-10-05 13:29:37+00:00,0,SE_3,Planned maintenance,A03,,2021-01-07 12:00:00+01:00,AzxeXsF3nbKuoKFIqfzoPQ,100.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G2,1,MAW,PT1M,1,2021-01-07 10:00:00+01:00,A80
2025-10-05 13:50:49+00:00,86,SE_3,Unplanned outage,A03,,2021-01-04 09:00:00+01:00,JFMUmpmMBMzRSipWnM0iog,260.0,Fossil Gas,46WPU0000000062N,SE3,Rya KVV ,,1,MAW,PT1M,1,2021-01-04 05:20:00+01:00,A77
2025-10-05 14:05:40+00:00,0,SE_3,Unplanned outage,A03,,2021-01-15 18:30:00+01:00,-NDz3rY9CRJmhwJaWb4bIQ,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,2,2021-01-15 11:33:00+01:00,A80
2025-10-05 14:13:15+00:00,0,SE_3,Unplanned outage,A03,,2021-01-22 18:00:00+01:00,gfa_AwqU6lF78Xj2N4F11A,260.0,Fossil Gas,46WPU0000000062N,SE3,Rya KVV ,,1,MAW,PT1M,5,2021-01-18 13:00:00+01:00,A77
2025-10-05 14:17:08+00:00,327,SE_3,Unplanned outage,A03,,2021-01-21 02:00:00+01:00,sk8OFJd6Cim3ZfZUmApaWQ,492.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,Forsmark block 1 G12,1,MAW,PT1M,5,2020-12-23 23:45:00+01:00,A80
2025-10-05 14:17:08+00:00,0,SE_3,Unplanned outage,A03,,2021-01-25 09:00:00+01:00,sk8OFJd6Cim3ZfZUmApaWQ,492.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,Forsmark block 1 G12,40456,MAW,PT1M,5,2021-01-21 02:00:00+01:00,A80
2025-10-05 14:22:18+00:00,0,SE_3,Unplanned outage,A03,,2021-01-28 19:00:00+01:00,7syDURRPEtYZFqQRQ57CtQ,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,1,2021-01-28 10:45:00+01:00,A80
2025-10-05 14:28:00+00:00,0,SE_3,Unplanned outage,A03,,2021-02-01 22:10:00+01:00,_qe6_5QI7KgO2NjitkHrHA,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,2,2021-01-30 11:01:00+01:00,A80
2025-10-05 14:28:23+00:00,0,SE_3,Unplanned outage,A03,,2021-02-02 09:22:00+01:00,vE-2n7Adv_NybCqX4JDGZQ,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,2,2021-02-02 07:30:00+01:00,A80
2025-10-05 14:32:55+00:00,0,SE_3,Unplanned outage,A03,,2021-02-04 17:50:00+01:00,no2aN89A_MFu4lw784gnvQ,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,2,2021-02-04 16:45:00+01:00,A80
2025-10-05 14:33:48+00:00,0,SE_3,Unplanned outage,A03,,2021-02-05 10:30:00+01:00,IB5k_kuv1fz2llimJYgKDg,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,2,2021-02-04 23:24:00+01:00,A80
2025-10-05 14:34:11+00:00,0,SE_3,Unplanned outage,A03,,2021-02-05 15:10:00+01:00,YooAFkruJyvlojoR9-bCqQ,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,3,2021-02-05 11:40:00+01:00,A80
2025-10-05 14:36:43+00:00,820,SE_3,Planned maintenance,A03,,2021-03-03 13:30:00+01:00,kMQ-KT6YNV9fkCG1VXUmbw,1172.0,Nuclear,46WPU0000000017S,SE3,Forsmark block 3,,1,MAW,PT1M,1,2021-03-03 10:00:00+01:00,A77
2025-10-05 14:36:47+00:00,0,SE_3,Planned maintenance,A03,,2021-02-08 11:00:00+01:00,stuQINrOV6Urs7nvfy4Jsg,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,2,2021-02-08 10:59:00+01:00,A80
2025-10-05 14:40:49+00:00,110,SE_3,Unplanned outage,A03,,2021-02-09 12:10:00+01:00,5UX2v_RqbVhvCfoL9fGX_Q,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,5031,MAW,PT1M,17,2021-02-09 11:30:00+01:00,A80
2025-10-05 14:40:49+00:00,50,SE_3,Unplanned outage,A03,,2021-02-08 15:20:00+01:00,5UX2v_RqbVhvCfoL9fGX_Q,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,2552,MAW,PT1M,17,2021-02-07 18:11:00+01:00,A80
2025-10-05 14:40:49+00:00,40,SE_3,Unplanned outage,A03,,2021-02-07 18:11:00+01:00,5UX2v_RqbVhvCfoL9fGX_Q,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,17,2021-02-05 23:40:00+01:00,A80
2025-10-05 14:40:49+00:00,100,SE_3,Unplanned outage,A03,,2021-02-10 10:54:00+01:00,5UX2v_RqbVhvCfoL9fGX_Q,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,5141,MAW,PT1M,17,2021-02-09 13:20:00+01:00,A80
2025-10-05 14:40:49+00:00,0,SE_3,Unplanned outage,A03,,2021-02-09 13:20:00+01:00,5UX2v_RqbVhvCfoL9fGX_Q,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,5071,MAW,PT1M,17,2021-02-09 12:10:00+01:00,A80
2025-10-05 14:40:49+00:00,70,SE_3,Unplanned outage,A03,,2021-02-09 11:30:00+01:00,5UX2v_RqbVhvCfoL9fGX_Q,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,4066,MAW,PT1M,17,2021-02-08 19:25:00+01:00,A80
2025-10-05 14:40:49+00:00,80,SE_3,Unplanned outage,A03,,2021-02-08 19:25:00+01:00,5UX2v_RqbVhvCfoL9fGX_Q,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,3821,MAW,PT1M,17,2021-02-08 15:20:00+01:00,A80
2025-10-05 14:57:19+00:00,1018,SE_3,Planned maintenance,A03,,2021-02-20 20:30:00+01:00,CjGST08BFrUd97SBGz4fpQ,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,661,MAW,PT1M,5,2021-02-20 14:00:00+01:00,A77
2025-10-05 14:57:19+00:00,748,SE_3,Planned maintenance,A03,,2021-02-20 14:00:00+01:00,CjGST08BFrUd97SBGz4fpQ,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,211,MAW,PT1M,5,2021-02-20 06:30:00+01:00,A77
2025-10-05 14:57:19+00:00,928,SE_3,Planned maintenance,A03,,2021-02-20 06:30:00+01:00,CjGST08BFrUd97SBGz4fpQ,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,5,2021-02-20 03:00:00+01:00,A77
2025-10-05 14:57:19+00:00,1118,SE_3,Planned maintenance,A03,,2021-02-20 21:00:00+01:00,CjGST08BFrUd97SBGz4fpQ,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1051,MAW,PT1M,5,2021-02-20 20:30:00+01:00,A77
2025-10-05 15:08:46+00:00,650,SE_3,Planned maintenance,A03,,2021-02-27 12:30:00+01:00,u5alA8ecAZHkTCa3eqWO1g,1400.0,Nuclear,46WPU0000000061P,SE3,Oskarshamn 3,Oskarshamn G3,1,MAW,PT1M,3,2021-02-27 08:00:00+01:00,A80
2025-10-05 15:10:44+00:00,1200,SE_3,Unplanned outage,A03,,2021-03-01 13:00:00+01:00,19dbp8Q-vJPRefFV0PD64A,1400.0,Nuclear,46WPU0000000061P,SE3,Oskarshamn 3,Oskarshamn G3,1,MAW,PT1M,4,2021-02-27 23:00:00+01:00,A80
2025-10-05 15:22:51+00:00,0,SE_3,Unplanned outage,A03,,2021-03-09 23:58:00+01:00,qbFWSBIy2PCQOQ3G6qSKTg,565.0,Nuclear,46WPU0000000014Y,SE3,Ringhals 4,Ringhals block 4 G41,1,MAW,PT1M,4,2021-03-03 13:15:00+01:00,A80
2025-10-05 15:27:09+00:00,840,SE_3,Unplanned outage,A03,,2021-03-12 23:59:00+01:00,pkKzRvorMZZrG1zL2Vk8bg,988.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,,1,MAW,PT1M,1,2021-03-12 19:00:00+01:00,A77
2025-10-05 15:30:55+00:00,0,SE_3,Planned maintenance,A03,,2021-04-01 06:00:00+02:00,C6UIwG6xzD4_l0xTnWZtmg,190.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV1 Värtaverket,1,MAW,PT1M,7,2021-02-21 10:00:00+01:00,A80
2025-10-05 15:31:25+00:00,820,SE_3,Planned maintenance,A03,,2021-06-01 13:30:00+02:00,g5FSvIyqkpXC9gr6vMPoWw,1172.0,Nuclear,46WPU0000000017S,SE3,Forsmark block 3,,1,MAW,PT1M,1,2021-06-01 10:00:00+02:00,A77
2025-10-05 15:38:36+00:00,300,SE_3,Planned maintenance,A03,,2021-03-21 10:00:00+01:00,Ue5hNNHMjxjEmUAa3LFH2w,988.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,,1,MAW,PT1M,4,2021-03-20 09:00:00+01:00,A77
2025-10-05 15:44:33+00:00,0,SE_3,Planned maintenance,A03,Cancelled,2021-06-20 23:59:00+02:00,_KXR32RpU5ScXdJd0ZjD0A,1063.0,Nuclear,46WPU00000000121,SE3,Ringhals 3,,1,MAW,PT1M,5,2021-05-24 00:00:00+02:00,A77
2025-10-05 15:44:44+00:00,0,SE_3,Planned maintenance,A03,Cancelled,2022-07-01 23:59:00+02:00,xhP_WzCeO7B0qGUHwK7n0A,1063.0,Nuclear,46WPU00000000121,SE3,Ringhals 3,,1,MAW,PT1M,5,2022-05-25 00:00:00+02:00,A77
2025-10-05 15:44:45+00:00,0,SE_3,Planned maintenance,A03,Cancelled,2023-06-23 23:59:00+02:00,jUXvr4XI9Ov7Jb2JhfJrNA,1063.0,Nuclear,46WPU00000000121,SE3,Ringhals 3,,1,MAW,PT1M,2,2023-05-31 00:00:00+02:00,A77
2025-10-05 15:44:47+00:00,0,SE_3,Planned maintenance,A03,Cancelled,2024-07-04 23:59:00+02:00,yK4TLoPV_03ZU-DoWO0s9g,1063.0,Nuclear,46WPU00000000121,SE3,Ringhals 3,,1,MAW,PT1M,2,2024-05-29 00:00:00+02:00,A77
2025-10-05 15:47:27+00:00,982,SE_3,Unplanned outage,A03,,2021-03-26 17:30:00+01:00,WHUr2F1wlP4eYBvFxbncEA,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,3,2021-03-26 04:15:00+01:00,A77
2025-10-05 16:01:11+00:00,300,SE_3,Planned maintenance,A03,Cancelled,2021-04-17 10:00:00+02:00,5-xWYTzXVo0sgK2o0yNLfA,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,2,2021-04-17 09:00:00+02:00,A77
2025-10-05 16:01:50+00:00,0,SE_3,Planned maintenance,A03,,2021-04-14 11:30:00+02:00,oUgglmO7MDXB6CKZ6nCSxg,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,1,2021-04-14 10:00:00+02:00,A77
2025-10-05 16:05:06+00:00,230,SE_3,Planned maintenance,A03,Cancelled,2021-05-12 17:00:00+02:00,NIit-5HqfbQTJFQkSJiEXw,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,3,2021-04-19 08:00:00+02:00,A77
2025-10-05 16:10:59+00:00,230,SE_3,Planned maintenance,A03,Cancelled,2021-05-12 17:00:00+02:00,GG8wj5bL-sYHld6N_hv_Vw,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,2,2021-04-19 08:00:00+02:00,A77
2025-10-05 16:11:02+00:00,210,SE_3,Planned maintenance,A03,Cancelled,2021-06-10 17:00:00+02:00,sTHOKgRRuGefkrK7FRRQww,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,2,2021-05-17 07:00:00+02:00,A77
2025-10-05 16:24:33+00:00,1018,SE_3,Planned maintenance,A03,,2021-05-02 07:59:00+02:00,v_bB1JdksPA3SnO--7Z52A,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,4,2021-04-12 00:00:00+02:00,A77
2025-10-05 16:26:17+00:00,0,SE_3,Unplanned outage,A03,,2021-04-24 11:00:00+02:00,md4TnLqzVJz1ZSobpGyL1w,120.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV8 Värtaverket,1,MAW,PT1M,4,2021-04-24 01:05:00+02:00,A80
2025-10-05 16:36:59+00:00,0,SE_3,Unplanned outage,A03,,2021-04-29 13:00:00+02:00,Fo3cjTldvWb1tgySu78a0Q,120.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV8 Värtaverket,1,MAW,PT1M,6,2021-04-25 14:15:00+02:00,A80
2025-10-05 17:03:06+00:00,0,SE_3,Unplanned outage,A03,,2021-05-16 19:40:00+02:00,XesixUU8hqN739A2jRUXDA,100.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G2,1,MAW,PT1M,5,2021-05-15 16:37:00+02:00,A80
2025-10-05 17:04:24+00:00,230,SE_3,Planned maintenance,A03,,2021-05-24 06:59:00+02:00,xiu9eTY9ITCvsipoT52K9w,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,3,2021-04-26 10:00:00+02:00,A77
2025-10-05 17:04:49+00:00,87,SE_3,Unplanned outage,A03,,2021-05-20 08:00:00+02:00,P0_sT8KUpHZ8Mtb1yDYJdg,260.0,Fossil Gas,46WPU0000000062N,SE3,Rya KVV ,,1,MAW,PT1M,7,2021-04-01 10:00:00+02:00,A77
2025-10-05 17:12:45+00:00,0,SE_3,Planned maintenance,A03,,2021-05-20 16:12:00+02:00,S8pCHInl_t2gQwXA7FWBnA,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,8,2021-02-12 12:00:00+01:00,A80
2025-10-05 17:28:57+00:00,210,SE_3,Planned maintenance,A03,,2021-05-27 19:00:00+02:00,Bg66mNEB2Jbjpq7uCwoROw,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,3,2021-05-24 07:00:00+02:00,A77
2025-10-05 17:35:20+00:00,0,SE_3,Planned maintenance,A03,,2021-05-30 10:00:00+02:00,PfiByVUk58BnP01l4MPgZg,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,9,2021-05-02 08:00:00+02:00,A77
2025-10-05 17:37:12+00:00,855,SE_3,Planned maintenance,A03,,2021-07-04 00:00:00+02:00,Cb3dEGag5S-J3sQsTVfMVg,988.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,,1,MAW,PT1M,2,2021-06-16 00:00:00+02:00,A77
2025-10-05 17:48:24+00:00,450,SE_3,Unplanned outage,A03,,2021-06-04 00:00:00+02:00,DiLC1iCIlIiNheHE0rbVFA,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,6,2021-05-30 10:00:00+02:00,A77
2025-10-05 17:50:38+00:00,750,SE_3,Unplanned outage,A03,,2021-06-05 12:00:00+02:00,dU4MB3N3dntm9izMvSlg7g,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,1,2021-06-05 08:30:00+02:00,A77
2025-10-05 18:00:30+00:00,230,SE_3,Planned maintenance,A03,,2021-07-01 16:00:00+02:00,IdgfctZRLjoQe2cuTdPUTQ,330.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,,1,MAW,PT1M,1,2021-06-30 07:00:00+02:00,A77
2025-10-05 18:00:32+00:00,0,SE_3,Unplanned outage,A03,,2021-06-10 10:54:00+02:00,FNWWXEoaovPFaJo_XsZPIg,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,1,2021-06-10 08:54:00+02:00,A80
2025-10-05 18:09:22+00:00,710,SE_3,Planned maintenance,A03,,2021-06-15 13:00:00+02:00,-SxwK_5p8Ws9rQHf0jixjA,988.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,,1,MAW,PT1M,2,2021-06-15 08:00:00+02:00,A77
2025-10-05 18:12:12+00:00,300,SE_3,Planned maintenance,A03,,2021-06-20 02:00:00+02:00,IKJlmcvqWnUsOxKBI-UUtQ,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,2,2021-06-19 08:00:00+02:00,A77
2025-10-05 18:16:55+00:00,0,SE_3,Planned maintenance,A03,,2021-06-18 13:33:00+02:00,gZwgymnrOjRah3MqDYHWfA,1400.0,Nuclear,46WPU0000000061P,SE3,Oskarshamn 3,Oskarshamn G3,1,MAW,PT1M,9,2021-05-22 19:00:00+02:00,A80
2025-10-05 18:18:56+00:00,450,SE_3,Unplanned outage,A03,,2021-06-19 20:30:00+02:00,2egHe5NNG_SuzfaurIGdhw,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,3,2021-06-19 11:00:00+02:00,A77
2025-10-05 18:53:32+00:00,0,SE_3,Unplanned outage,A03,,2021-07-08 02:00:00+02:00,OZhub3n0teS0lk6SOFnH0Q,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,1,2021-07-08 00:13:00+02:00,A80
2025-10-05 18:55:23+00:00,0,SE_3,Unplanned outage,A03,,2021-07-08 22:05:00+02:00,qXvgEJQVt0SUbKWBiqhOAg,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,2,2021-07-08 21:08:00+02:00,A80
2025-10-05 19:22:28+00:00,630,SE_3,Planned maintenance,A03,,2021-09-11 16:00:00+02:00,GidimXVdUcpg7phHP5FE6w,1400.0,Nuclear,46WPU0000000061P,SE3,Oskarshamn 3,Oskarshamn G3,1,MAW,PT1M,1,2021-09-11 08:00:00+02:00,A80
2025-10-05 19:26:06+00:00,0,SE_3,Planned maintenance,A03,,2021-07-23 23:59:00+02:00,85ezoPQzQnsTtoIwszhNMg,988.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,,1,MAW,PT1M,5,2021-07-04 12:00:00+02:00,A77
2025-10-05 19:39:12+00:00,1300,SE_3,Unplanned outage,A03,,2021-08-02 11:00:00+02:00,iJVCkESnVygsSBh1tTmwDw,1400.0,Nuclear,46WPU0000000061P,SE3,Oskarshamn 3,Oskarshamn G3,1,MAW,PT1M,3,2021-07-21 10:30:00+02:00,A80
2025-10-05 19:41:35+00:00,0,SE_3,Unplanned outage,A03,,2021-08-04 07:29:00+02:00,S9bvYwpd2-k8uMRcM1-tMQ,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,2,2021-08-04 05:55:00+02:00,A80
2025-10-05 19:46:55+00:00,0,SE_3,Unplanned outage,A03,,2021-08-08 02:30:00+02:00,GJVH_YkXYM74XqyQO7wIZQ,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,1,2021-08-08 00:40:00+02:00,A80
2025-10-05 19:48:26+00:00,0,SE_3,Unplanned outage,A03,,2021-08-09 17:18:00+02:00,Pxh6v3hh7KfgPIsTUnE31A,100.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G2,1,MAW,PT1M,2,2021-08-09 16:15:00+02:00,A80
2025-10-05 19:48:39+00:00,0,SE_3,Unplanned outage,A03,,2021-08-09 21:55:00+02:00,m-2lXVRFXftNVZeVlnoyAw,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,2,2021-08-09 21:08:00+02:00,A80
2025-10-05 19:55:48+00:00,0,SE_3,Planned maintenance,A03,,2021-08-18 14:00:00+02:00,nxknPSyo1z56J2ksTrd7BQ,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,1,2021-08-18 08:00:00+02:00,A80
2025-10-05 20:03:23+00:00,930,SE_3,Planned maintenance,A03,,2021-08-20 06:30:00+02:00,VlhTZSyGAHtd8rEY5EPNWg,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,5,2021-08-20 03:00:00+02:00,A77
2025-10-05 20:03:23+00:00,1118,SE_3,Planned maintenance,A03,,2021-08-21 05:30:00+02:00,VlhTZSyGAHtd8rEY5EPNWg,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1561,MAW,PT1M,5,2021-08-21 05:00:00+02:00,A77
2025-10-05 20:03:23+00:00,745,SE_3,Planned maintenance,A03,,2021-08-20 18:00:00+02:00,VlhTZSyGAHtd8rEY5EPNWg,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,211,MAW,PT1M,5,2021-08-20 06:30:00+02:00,A77
2025-10-05 20:03:23+00:00,1018,SE_3,Planned maintenance,A03,,2021-08-21 05:00:00+02:00,VlhTZSyGAHtd8rEY5EPNWg,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,901,MAW,PT1M,5,2021-08-20 18:00:00+02:00,A77
2025-10-05 20:04:35+00:00,970,SE_3,Unplanned outage,A03,,2021-08-22 23:30:00+02:00,u1JjxnIqpgvrNW3Di_Qgrw,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,2,2021-08-22 18:00:00+02:00,A77
2025-10-05 20:10:53+00:00,0,SE_3,Unplanned outage,A03,,2021-08-27 15:30:00+02:00,0Vj8X9dp2rGw8fjzhsdy5A,1118.0,Nuclear,46WPU0000000016U,SE3,Forsmark block 2,,1,MAW,PT1M,6,2021-08-23 02:25:00+02:00,A77
2025-10-05 20:16:17+00:00,0,SE_3,Unplanned outage,A03,,2021-09-01 08:00:00+02:00,7kWoar6i3mQ50CZ0JiTXRw,100.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G2,1,MAW,PT1M,1,2021-09-01 06:48:00+02:00,A80
2025-10-05 20:18:39+00:00,87,SE_3,Planned maintenance,A03,,2021-11-05 16:00:00+01:00,tOXQ-JiyBlQohweBIrQ4vA,260.0,Fossil Gas,46WPU0000000062N,SE3,Rya KVV ,,1,MAW,PT1M,1,2021-10-18 16:01:00+02:00,A77
2025-10-05 20:20:59+00:00,0,SE_3,Unplanned outage,A03,,2021-09-03 07:30:00+02:00,EMxyMhS_Of5Ng080dFLo-g,260.0,Fossil Gas,46WPU0000000062N,SE3,Rya KVV ,,1,MAW,PT1M,2,2021-09-03 02:20:00+02:00,A77
2025-10-05 20:24:42+00:00,0,SE_3,Planned maintenance,A03,,2021-09-05 00:00:00+02:00,askeldDbDxP3Dvs5gF1yhw,1063.0,Nuclear,46WPU00000000121,SE3,Ringhals 3,,1,MAW,PT1M,13,2021-05-24 03:00:00+02:00,A77
2025-10-05 20:25:57+00:00,0,SE_3,Unplanned outage,A03,,2021-09-04 23:00:00+02:00,NbBMnPmNoEvnxxv_5hQ4iA,130.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G3,1,MAW,PT1M,2,2021-09-04 20:00:00+02:00,A80
2025-10-05 20:26:19+00:00,880,SE_3,Unplanned outage,A03,,2021-09-05 14:30:00+02:00,uIiGL2j0PL90HIoUsSrOKA,988.0,Nuclear,46WPU0000000015W,SE3,Forsmark block 1,,1,MAW,PT1M,4,2021-09-05 07:14:00+02:00,A77
2025-10-05 20:26:47+00:00,0,SE_3,Unplanned outage,A03,,2021-09-06 07:20:00+02:00,H64NExveyLhdfuZQ4v32Zg,100.0,Hydro Water Reservoir,46WPU0000000018Q,SE3,Trängslet,Trängslet G2,1,MAW,PT1M,1,2021-09-06 05:50:00+02:00,A80
2025-10-05 20:27:14+00:00,565,SE_3,Planned maintenance,A03,,2021-07-26 23:00:00+02:00,7___SHqxnBtPDek6RaDVsg,1134.0,Nuclear,46WPU0000000014Y,SE3,Ringhals 4,,1,MAW,PT1M,7,2021-07-26 05:00:00+02:00,A77
2025-10-05 20:27:14+00:00,0,SE_3,Planned maintenance,A03,,2021-09-09 18:00:00+02:00,7___SHqxnBtPDek6RaDVsg,1134.0,Nuclear,46WPU0000000014Y,SE3,Ringhals 4,,1081,MAW,PT1M,7,2021-07-26 23:00:00+02:00,A77
2025-10-05 20:27:48+00:00,751,SE_3,Unplanned outage,A03,,2021-09-06 16:00:00+02:00,jdwFpbj-IEar9MMAP0fAcw,1063.0,Nuclear,46WPU00000000121,SE3,Ringhals 3,,1,MAW,PT1M,1,2021-09-06 14:30:00+02:00,A77
2025-10-05 20:29:33+00:00,0,SE_3,Planned maintenance,A03,,2021-09-07 20:15:00+02:00,a3QDE8JUcvhF5lRCLgaeng,120.0,Fossil Oil,46WPU0000000023X,SE3,Värtaverket,KVV8 Värtaverket,1,MAW,PT1M,10,2021-05-29 06:00:00+02:00,A80
2025-10-05 20:35:54+00:00,340,SE_3,Unplanned outage,A03,,2021-09-11 22:00:00+02:00,v8alI6FpSNj44QhrOK2mpg,1134.0,Nuclear,46WPU0000000014Y,SE3,Ringhals 4,,1,MAW,PT1M,3,2021-09-10 09:30:00+02:00,A77
